base	variant1	variant2	freq1	freq2	log_odds	derivational	nsyl	type	lemma_freq_corrected	corpus_size	lemma
rugódozik	rugódozok	rugódozom	1	4	-0.916290731874155	zik	3	corpus	169	8570080167	rugódozik
ruslik	ruslok	ruslom	21	8	0.8938178760220965	-lik	1	nonword	NA	NA	rušlik
rádiózik	rádiózok	rádiózom	139	168	-0.18825629231376917	zik	3	corpus	5003	8570080167	rádiózik
rágódik	rágódok	rágódom	516	1080	-0.7375989431307791	NA	2	corpus	21316	8570080167	rágódik
rájzik	rájzok	rájzom	13	13	0	-zik	1	nonword	NA	NA	rájzik
ráncosodik	ráncosodok	ráncosodom	3	10	-1.01160091167848	NA	3	corpus	3780	8570080167	ráncošodik
rángatózik	rángatózok	rángatózom	22	30	-0.29849298855599654	zik	3	corpus	5548	8570080167	rángatózik
rázkódik	rázkódok	rázkódom	17	31	-0.5753641449035618	NA	2	corpus	6310	8570080167	rázkódik
rázódik	rázódok	rázódom	50	85	-0.5225216635291818	NA	2	corpus	3960	8570080167	rázódik
részegedik	részegedek	részegedem	8	3	0.8109302162163288	NA	3	corpus	1562	8570080167	résegedik
részegeskedik	részegeskedek	részegeskedem	5	5	0	NA	4	corpus	709	8570080167	résegeškedik
részesedik	részesedek	részesedem	35	21	0.49247648509779424	NA	3	corpus	24890	8570080167	résešedik
révedezik	révedezek	révedezem	17	2	1.791759469228055	zik	3	corpus	1088	8570080167	révedezik
röplabdázik	röplabdázok	röplabdázom	30	53	-0.5549968420791281	zik	3	corpus	3986	8570080167	röplabdázik
röstelkedik	röstelkedek	röstelkedem	3	28	-1.9810014688665831	NA	3	corpus	803	8570080167	röštelkedik
sajnálkozik	sajnálkozok	sajnálkozom	53	273	-1.6241440598237955	zik	3	corpus	14151	8570080167	šajnálkozik
salárzik	salárzok	salárzom	15	12	0.20763936477824457	-zik	2	nonword	NA	NA	šalárzik
segédkezik	segédkezek	segédkezem	121	303	-0.9130066566729652	zik	3	corpus	34011	8570080167	šegédkezik
serénykedik	serénykedek	serénykedem	11	24	-0.7339691750802004	NA	3	corpus	3658	8570080167	šeréṉkedik
settenkedik	settenkedek	settenkedem	31	51	-0.4855078157817008	NA	3	corpus	3595	8570080167	šettenkedik
sikoltozik	sikoltozok	sikoltozom	38	79	-0.7184649885442352	zik	3	corpus	8245	8570080167	šikoltozik
siladzik	siladzok	siladzom	10	16	-0.4353180712578455	-zik	2	nonword	NA	NA	šiladzik
siránkozik	siránkozok	siránkozom	174	206	-0.16793281934185506	zik	3	corpus	14018	8570080167	širánkozik
sivalkodik	sivalkodok	sivalkodom	7	12	-0.4855078157817008	NA	3	corpus	1974	8570080167	šivalkodik
sodródik	sodródok	sodródom	290	522	-0.5862581968934303	NA	2	corpus	50915	8570080167	šodródik
sojzik	sojzok	sojzom	11	18	-0.4595323293784402	-zik	1	nonword	NA	NA	šojzik
sopánkodik	sopánkodok	sopánkodom	64	59	0.08004270767353636	NA	3	corpus	6686	8570080167	šopánkodik
sorjázik	sorjázok	sorjázom	8	17	-0.6931471805599453	zik	2	corpus	9441	8570080167	šorjázik
soványodik	soványodok	soványodom	4	3	0.22314355131420976	NA	3	corpus	1420	8570080167	šováṉodik
spatszik	spatszok	spatszom	11	16	-0.3483066942682157	-szik	1	nonword	NA	NA	špatsik
spatárzik	spatárzok	spatárzom	14	15	-0.06453852113757118	-zik	2	nonword	NA	NA	špatárzik
specializálódik	specializálódok	specializálódom	15	22	-0.3629054936893685	NA	6	corpus	12027	8570080167	špecializálódik
spibaklik	spibaklok	spibaklom	14	13	0.06899287148695142	-lik	2	nonword	NA	NA	špibaklik
spibádzik	spibádzok	spibádzom	12	15	-0.2076393647782445	-zik	2	nonword	NA	NA	špibádzik
spihegzik	spihegzek	spihegzem	14	15	-0.06453852113757118	-zik	2	nonword	NA	NA	špihegzik
spihemlik	spihemlek	spihemlem	25	2	2.159484249353372	-lik	2	nonword	NA	NA	špihemlik
spilágzik	spilágzok	spilágzom	7	20	-0.9650808960435872	-zik	2	nonword	NA	NA	špilágzik
sprogzik	sprogzok	sprogzom	9	20	-0.7419373447293773	-zik	1	nonword	NA	NA	šprogzik
sprálszik	sprálszok	sprálszom	11	15	-0.2876820724517809	-szik	1	nonword	NA	NA	šprálsik
sprédlik	sprédlek	sprédlem	25	2	2.159484249353372	-lik	1	nonword	NA	NA	šprédlik
spröbzik	spröbzök	spröbzöm	15	11	0.28768207245178085	-zik	1	nonword	NA	NA	špröbzik
sprökszik	sprökszök	sprökszöm	11	15	-0.2876820724517809	-szik	1	nonword	NA	NA	špröksik
spubonylik	spubonylok	spubonylom	23	6	1.2321436812926323	-lik	2	nonword	NA	NA	špuboṉlik
spáraklik	spáraklok	spáraklom	18	11	0.4595323293784402	-lik	2	nonword	NA	NA	špáraklik
spélszik	spélszek	spélszem	16	11	0.3483066942682158	-szik	1	nonword	NA	NA	špélsik
spéslik	spéslek	spéslem	21	6	1.1451323043030026	-lik	1	nonword	NA	NA	špéšlik
spírzik	spírzok	spírzom	13	13	0	-zik	1	nonword	NA	NA	špírzik
spüjzik	spüjzök	spüjzöm	21	8	0.8938178760220965	-zik	1	nonword	NA	NA	špüjzik
spülöklik	spülöklök	spülöklöm	15	11	0.28768207245178085	-lik	2	nonword	NA	NA	špülöklik
spülőrzik	spülőrzök	spülőrzöm	17	9	0.5877866649021191	-zik	2	nonword	NA	NA	špülőrzik
spülűdzik	spülűdzök	spülűdzöm	13	16	-0.1941560144409575	-zik	2	nonword	NA	NA	špülűdzik
spüszlik	spüszlök	spüszlöm	14	12	0.14310084364067324	-lik	1	nonword	NA	NA	špüslik
spűmlik	spűmlök	spűmlöm	23	4	1.5686159179138452	-lik	1	nonword	NA	NA	špűmlik
szabadkozik	szabadkozok	szabadkozom	29	150	-1.616082455152769	zik	3	corpus	8713	8570080167	sabadkozik
szabálytalankodik	szabálytalankodok	szabálytalankodom	31	22	0.3302416868705768	NA	5	corpus	6970	8570080167	sabájtalankodik
szabódik	szabódok	szabódom	6	10	-0.45198512374305727	NA	2	corpus	925	8570080167	sabódik
szaglálódik	szaglálódok	szaglálódom	1	2	-0.4054651081081645	NA	3	corpus	77	8570080167	saglálódik
szaglászik	szaglászok	szaglászom	91	81	0.11506932978478727	szik	2	corpus	6069	8570080167	saglásik
szakácskodik	szakácskodok	szakácskodom	4	13	-1.029619417181158	NA	3	corpus	506	8570080167	sakáčkodik
szaporodik	szaporodok	szaporodom	25	17	0.36772478012531734	NA	3	corpus	87868	8570080167	saporodik
szarakodik	szarakodok	szarakodom	160	41	1.3437347467010947	NA	3	corpus	5699	8570080167	sarakodik
szarakszik	szarakszok	szarakszom	8	16	-0.6359887667199967	szik	2	corpus	5699	8570080167	saraksik
szedelődzködik	szedelődzködök	szedelődzködöm	4	25	-1.6486586255873816	NA	4	corpus	599	8570080167	sedelődzködik
szedelőzködik	szedelőzködök	szedelőzködöm	38	35	0.08004270767353636	NA	4	corpus	1934	8570080167	sedelőzködik
szegeződik	szegeződök	szegeződöm	1	1	0	NA	3	corpus	7210	8570080167	segeződik
szegényedik	szegényedek	szegényedem	5	6	-0.15415067982725836	NA	3	corpus	3561	8570080167	segéṉedik
szegődik	szegődök	szegődöm	87	151	-0.5465437063680699	NA	2	corpus	26979	8570080167	segődik
szellemeskedik	szellemeskedek	szellemeskedem	5	2	0.6931471805599453	NA	4	corpus	583	8570080167	sellemeškedik
szemlélődik	szemlélődök	szemlélődöm	305	255	0.1784076574728183	NA	3	corpus	7997	8570080167	semlélődik
szemtelenkedik	szemtelenkedek	szemtelenkedem	15	3	1.3862943611198906	NA	4	corpus	1357	8570080167	semtelenkedik
személyeskedik	személyeskedek	személyeskedem	226	26	2.129113151477074	NA	4	corpus	6741	8570080167	seméješkedik
szemérmeskedik	szemérmeskedek	szemérmeskedem	2	1	0.4054651081081644	NA	4	corpus	360	8570080167	semérmeškedik
szennyeződik	szennyeződök	szennyeződöm	1	3	-0.6931471805599453	NA	3	corpus	8575	8570080167	seṉṉeződik
szerelmeskedik	szerelmeskedek	szerelmeskedem	14	15	-0.06453852113757118	NA	4	corpus	3264	8570080167	serelmeškedik
szerencsétlenkedik	szerencsétlenkedek	szerencsétlenkedem	236	63	1.3091770577754591	NA	5	corpus	4615	8570080167	serenčétlenkedik
szeretkezik	szeretkezek	szeretkezem	376	275	0.3118443217308608	zik	3	corpus	27905	8570080167	seretkezik
szerveződik	szerveződök	szerveződöm	3	3	0	NA	3	corpus	59340	8570080167	serveződik
szerződik	szerződök	szerződöm	241	174	0.3241517522331723	NA	2	corpus	51881	8570080167	serződik
szerénykedik	szerénykedek	szerénykedem	25	43	-0.5260930958967791	NA	3	corpus	4231	8570080167	seréṉkedik
szibánylik	szibánylok	szibánylom	19	8	0.7985076962177716	-lik	2	nonword	NA	NA	sibáṉlik
szigetelődik	szigetelődök	szigetelődöm	2	1	0.4054651081081644	NA	4	corpus	1035	8570080167	sigetelődik
szigorlatozik	szigorlatozok	szigorlatozom	5	34	-1.7635885922613588	zik	4	corpus	593	8570080167	sigorlatozik
sziporkázik	sziporkázok	sziporkázom	32	8	1.2992829841302609	zik	3	corpus	4822	8570080167	siporkázik
szirlik	szirlok	szirlom	20	9	0.7419373447293773	-lik	1	nonword	NA	NA	sirlik
szitkozódik	szitkozódok	szitkozódom	84	112	-0.2847365622220242	NA	3	corpus	6590	8570080167	sitkozódik
szivarozik	szivarozok	szivarozom	58	16	1.244324099849503	zik	3	corpus	2542	8570080167	sivarozik
szobrászkodik	szobrászkodok	szobrászkodom	6	25	-1.312186388966169	NA	3	corpus	1076	8570080167	sobráskodik
szocializálódik	szocializálódok	szocializálódom	21	17	0.20067069546215124	NA	6	corpus	15320	8570080167	socializálódik
szomjazik	szomjazok	szomjazom	89	1383	-2.73292346584735	zik	2	corpus	21901	8570080167	somjazik
szomjúhozik	szomjúhozok	szomjúhozom	15	62	-1.3705460041517514	zik	3	corpus	2852	8570080167	somjúhozik
szomorkodik	szomorkodok	szomorkodom	176	703	-1.3806286235842131	NA	3	corpus	22613	8570080167	somorkodik
szomorodik	szomorodok	szomorodom	24	15	0.44628710262841953	NA	3	corpus	2368	8570080167	somorodik
szorgoskodik	szorgoskodok	szorgoskodom	14	66	-1.496642418288756	NA	3	corpus	8106	8570080167	sorgoškodik
szorítkozik	szorítkozok	szorítkozom	67	846	-2.522192989475948	zik	3	corpus	21720	8570080167	sorítkozik
sztremlik	sztremlek	sztremlem	22	5	1.3437347467010947	-lik	1	nonword	NA	NA	stremlik
sztrijzik	sztrijzok	sztrijzom	14	12	0.14310084364067324	-zik	1	nonword	NA	NA	strijzik
sztrozlik	sztrozlok	sztrozlom	16	10	0.4353180712578455	-lik	1	nonword	NA	NA	strozlik
sztruglik	sztruglok	sztruglom	16	10	0.4353180712578455	-lik	1	nonword	NA	NA	struglik
sztrűkszik	sztrűkszök	sztrűkszöm	11	15	-0.2876820724517809	-szik	1	nonword	NA	NA	strűksik
szurkálódik	szurkálódok	szurkálódom	9	6	0.3566749439387324	NA	3	corpus	310	8570080167	surkálódik
száguldozik	száguldozok	száguldozom	192	117	0.4920055644392208	zik	3	corpus	16139	8570080167	ságuldozik
szájhősködik	szájhősködök	szájhősködöm	1	3	-0.6931471805599453	NA	3	corpus	144	8570080167	sájhőšködik
számítódik	számítódok	számítódom	3	1	0.6931471805599453	NA	3	corpus	2554	8570080167	sámítódik
szánakozik	szánakozok	szánakozom	14	39	-0.9808292530117262	zik	3	corpus	3014	8570080167	sánakozik
szándékozik	szándékozok	szándékozom	1252	5059	-1.3958258073854428	zik	3	corpus	57854	8570080167	sándékozik
szándékszik	szándékszok	szándékszom	7	293	-3.6041382256588457	szik	2	corpus	57854	8570080167	sándéksik
származik	származok	származom	225	9351	-3.7228105038796184	zik	2	corpus	596330	8570080167	sármazik
szégyenkezik	szégyenkezek	szégyenkezem	67	308	-1.513833571721639	zik	3	corpus	31859	8570080167	séḏenkezik
szélesedik	szélesedek	szélesedem	1	1	0	NA	3	corpus	14264	8570080167	sélešedik
szélhámoskodik	szélhámoskodok	szélhámoskodom	5	9	-0.5108256237659907	NA	4	corpus	428	8570080167	sélhámoškodik
szépítkezik	szépítkezek	szépítkezem	3	17	-1.5040773967762742	zik	3	corpus	1096	8570080167	sépítkezik
színesedik	színesedek	színesedem	3	1	0.6931471805599453	NA	3	corpus	5561	8570080167	sínešedik
színeződik	színeződök	színeződöm	1	2	-0.4054651081081645	NA	3	corpus	7341	8570080167	síneződik
színészkedik	színészkedek	színészkedem	58	91	-0.444251133143321	NA	3	corpus	7379	8570080167	sínéskedik
szíveskedik	szíveskedek	szíveskedem	17	6	0.9444616088408516	NA	3	corpus	81883	8570080167	síveškedik
szívódik	szívódok	szívódom	9	1	1.6094379124341005	NA	2	corpus	38838	8570080167	sívódik
szórakozik	szórakozok	szórakozom	1356	2742	-0.7037758311027341	zik	3	corpus	197402	8570080167	sórakozik
szóródik	szóródok	szóródom	2	1	0.4054651081081644	NA	2	corpus	15400	8570080167	sóródik
szökik	szökök	szököm	79	57	0.32158362412746233	NA	1	corpus	64890	8570080167	sökik
szövetkezik	szövetkezek	szövetkezem	24	45	-0.6097655716208943	zik	3	corpus	21303	8570080167	sövetkezik
szőrösödik	szőrösödök	szőrösödöm	33	52	-0.4439313889359605	NA	3	corpus	950	8570080167	sőröšödik
szűkölködik	szűkölködök	szűkölködöm	14	495	-3.498525725622718	NA	3	corpus	10233	8570080167	sűkölködik
szűnik	szűnök	szűnöm	437	1	5.389071729816501	NA	1	corpus	172200	8570080167	sűnik
szűslik	szűslök	szűslöm	21	8	0.8938178760220965	-lik	1	nonword	NA	NA	sűšlik
sáfárkodik	sáfárkodok	sáfárkodom	25	30	-0.17589066646366416	NA	3	corpus	4988	8570080167	šáfárkodik
sápadozik	sápadozok	sápadozom	3	2	0.28768207245178085	zik	3	corpus	355	8570080167	šápadozik
sértődik	sértődök	sértődöm	377	468	-0.21570857282669167	NA	2	corpus	14646	8570080167	šértődik
sínylődik	sínylődök	sínylődöm	39	73	-0.6151856390902334	NA	2	corpus	4938	8570080167	šíṉlődik
sóhajtozik	sóhajtozok	sóhajtozom	190	233	-0.20304768731107156	zik	3	corpus	11449	8570080167	šóhajtozik
sötétedik	sötétedek	sötétedem	1	2	-0.4054651081081645	NA	3	corpus	18489	8570080167	šötétedik
sürgölődik	sürgölődök	sürgölődöm	13	3	1.252762968495368	NA	3	corpus	2392	8570080167	šürgölődik
sütkérezik	sütkérezek	sütkérezem	68	12	1.6691571471357225	zik	3	corpus	7654	8570080167	šütkérezik
sűzlik	sűzlök	sűzlöm	14	12	0.14310084364067324	-lik	1	nonword	NA	NA	šűzlik
tagozódik	tagozódok	tagozódom	1	5	-1.0986122886681098	NA	3	corpus	7570	8570080167	tagozódik
tajtékzik	tajtékzok	tajtékzom	10	15	-0.3746934494414107	zik	2	corpus	1903	8570080167	tajtékzik
takarodik	takarodok	takarodom	64	2	3.0757749812275277	NA	3	corpus	16356	8570080167	takarodik
takarékoskodik	takarékoskodok	takarékoskodom	67	197	-1.068759325518429	NA	5	corpus	21081	8570080167	takarékoškodik
taktikázik	taktikázok	taktikázom	54	22	0.8718389693033212	zik	3	corpus	10243	8570080167	taktikázik
találkozik	találkozok	találkozom	6879	41547	-1.7982307334203127	zik	3	corpus	1857559	8570080167	találkozik
tamáskodik	tamáskodok	tamáskodom	18	59	-1.1499055830556604	NA	3	corpus	788	8570080167	tamáškodik
tanakodik	tanakodok	tanakodom	93	198	-0.7500100424544885	NA	3	corpus	16021	8570080167	tanakodik
tanyázik	tanyázok	tanyázom	67	40	0.5059356384717989	zik	2	corpus	20309	8570080167	taṉázik
tanácskozik	tanácskozok	tanácskozom	3	43	-2.3978952727983707	zik	3	corpus	21064	8570080167	tanáčkozik
tanúskodik	tanúskodok	tanúskodom	15	226	-2.6523612952416213	NA	3	corpus	82256	8570080167	tanúškodik
tapogatódzik	tapogatódzok	tapogatódzom	11	47	-1.3862943611198906	zik	4	corpus	14479	8570080167	tapogatódzik
tartozik	tartozok	tartozom	4060	72	4.0187250865379065	zik	2	corpus	2020739	8570080167	tartozik
tartózkodik	tartózkodok	tartózkodom	473	5618	-2.4727016694171216	NA	3	corpus	323534	8570080167	tartózkodik
tegeződik	tegeződök	tegeződöm	52	112	-0.7570959051602187	NA	3	corpus	6296	8570080167	tegeződik
telepszik	telepszek	telepszem	97	83	0.15415067982725836	szik	2	corpus	93057	8570080167	telepsik
telik	telok	telom	37	6	1.6916760106710724	lik	1	corpus	654760	8570080167	telik
teljesedik	teljesedek	teljesedem	38	13	1.0245043165143877	NA	3	corpus	38091	8570080167	telješedik
telítődik	telítődök	telítődöm	65	73	-0.11441035117774422	NA	3	corpus	13702	8570080167	telítődik
temetkezik	temetkezek	temetkezem	5	97	-2.793208009442517	zik	3	corpus	8649	8570080167	temetkezik
tempózik	tempózok	tempózom	69	27	0.9162907318741552	zik	2	corpus	2816	8570080167	tempózik
tengődik	tengődök	tengődöm	81	172	-0.7465723472335258	NA	2	corpus	10351	8570080167	tengődik
teniszezik	teniszezek	teniszezem	817	82	2.2880217288061493	zik	3	corpus	11338	8570080167	tenisezik
terebélyesedik	terebélyesedek	terebélyesedem	3	2	0.28768207245178085	NA	5	corpus	5751	8570080167	terebéješedik
terelődik	terelődök	terelődöm	7	2	0.9808292530117262	NA	3	corpus	17677	8570080167	terelődik
terhelődik	terhelődök	terhelődöm	1	2	-0.4054651081081645	NA	3	corpus	3333	8570080167	terhelődik
terjeszkedik	terjeszkedek	terjeszkedem	24	41	-0.5187937934151675	NA	3	corpus	34705	8570080167	terjeskedik
terpeszkedik	terpeszkedek	terpeszkedem	30	15	0.661398482245365	NA	3	corpus	6802	8570080167	terpeskedik
teszik	teszök	teszöm	8	5	0.4054651081081644	szik	1	corpus	13867767	8570080167	tesik
tetszik	tetszek	tetszem	698	4143	-1.7797660417055086	szik	1	corpus	1498478	8570080167	tetsik
tevékenykedik	tevékenykedek	tevékenykedem	1049	5419	-1.6413056512821227	NA	4	corpus	159182	8570080167	tevékeṉkedik
tevődik	tevődök	tevődöm	6	4	0.3364722366212129	NA	2	corpus	46451	8570080167	tevődik
teázik	teázok	teázom	112	150	-0.2898920181025837	zik	2	corpus	7811	8570080167	teázik
tiltakozik	tiltakozok	tiltakozom	280	1625	-1.75552362077401	zik	3	corpus	213776	8570080167	tiltakozik
tipródik	tipródok	tipródom	92	352	-1.333868563780041	NA	2	corpus	3039	8570080167	tipródik
tiregzik	tiregzek	tiregzem	15	14	0.06453852113757116	-zik	2	nonword	NA	NA	tiregzik
tisztálkodik	tisztálkodok	tisztálkodom	24	105	-1.4445632692438664	NA	3	corpus	6177	8570080167	tistálkodik
titkolózik	titkolózok	titkolózom	45	112	-0.8987464222232455	zik	3	corpus	9664	8570080167	titkolózik
titokzatoskodik	titokzatoskodok	titokzatoskodom	7	16	-0.7537718023763802	NA	5	corpus	581	8570080167	titokzatoškodik
tobzódik	tobzódok	tobzódom	93	157	-0.519300250756963	NA	2	corpus	11742	8570080167	tobzódik
tolakszik	tolakszok	tolakszom	1	182	-4.516338972281476	szik	2	corpus	10114	8570080167	tolaksik
tollasodik	tollasodok	tollasodom	2	1	0.4054651081081644	NA	3	corpus	652	8570080167	tollašodik
tolódik	tolódok	tolódom	12	7	0.4855078157817008	NA	2	corpus	33844	8570080167	tolódik
tomlik	tomlok	tomlom	27	2	2.2335922215070942	-lik	1	nonword	NA	NA	tomlik
tornászik	tornászok	tornászom	125	286	-0.8232003088081431	szik	2	corpus	6772	8570080167	tornásik
tornázik	tornázok	tornázom	780	1820	-0.846565929887922	zik	2	corpus	32996	8570080167	tornázik
trafik	trafok	trafom	3	1	0.6931471805599453	NA	1	corpus	20593	8570080167	trafik
tragzik	tragzok	tragzom	13	14	-0.06899287148695143	-zik	1	nonword	NA	NA	tragzik
treglik	treglek	treglem	18	8	0.7472144018302211	-lik	1	nonword	NA	NA	treglik
trehégszik	trehégszek	trehégszem	8	18	-0.7472144018302211	-szik	2	nonword	NA	NA	trehégsik
trihagzik	trihagzok	trihagzom	9	18	-0.6418538861723948	-zik	2	nonword	NA	NA	trihagzik
trilszik	trilszok	trilszom	15	11	0.28768207245178085	-szik	1	nonword	NA	NA	trilsik
trádlik	trádlok	trádlom	16	10	0.4353180712578455	-lik	1	nonword	NA	NA	trádlik
tréfálkozik	tréfálkozok	tréfálkozom	12	48	-1.3268709406490895	zik	3	corpus	5571	8570080167	tréfálkozik
tuboklik	tuboklok	tuboklom	16	10	0.4353180712578455	-lik	2	nonword	NA	NA	tuboklik
tudakolózik	tudakolózok	tudakolózom	1	3	-0.6931471805599453	zik	4	corpus	189	8570080167	tudakolózik
tudakozódik	tudakozódok	tudakozódom	5	64	-2.382627800667582	NA	4	corpus	4897	8570080167	tudakozódik
tudatosodik	tudatosodok	tudatosodom	9	7	0.22314355131420976	NA	4	corpus	7937	8570080167	tudatošodik
tudódik	tudódok	tudódom	38	1	2.970414465569701	NA	2	corpus	1403	8570080167	tudódik
turistáskodik	turistáskodok	turistáskodom	11	34	-1.0704414117014134	NA	4	corpus	1689	8570080167	turištáškodik
táborozik	táborozok	táborozom	102	26	1.3388921222253067	zik	3	corpus	19944	8570080167	táborozik
tájékozódik	tájékozódok	tájékozódom	281	1526	-1.689153234280519	NA	4	corpus	282902	8570080167	tájékozódik
táklik	táklok	táklom	11	15	-0.2876820724517809	-lik	1	nonword	NA	NA	táklik
támaszkodik	támaszkodok	támaszkodom	335	2122	-1.843474301740052	NA	3	corpus	198608	8570080167	támaskodik
tántorodik	tántorodok	tántorodom	27	16	0.4989911661189878	NA	3	corpus	2273	8570080167	tántorodik
táplálkozik	táplálkozok	táplálkozom	173	1833	-2.355199353601881	zik	3	corpus	101962	8570080167	táplálkozik
tápászkodik	tápászkodok	tápászkodom	43	49	-0.12783337150988489	NA	3	corpus	2018	8570080167	tápáskodik
társalkodik	társalkodok	társalkodom	3	33	-2.1400661634962708	NA	3	corpus	933	8570080167	táršalkodik
táviratozik	táviratozok	táviratozom	23	8	0.9808292530117262	zik	4	corpus	1330	8570080167	táviratozik
távolodik	távolodok	távolodom	345	390	-0.1222687849276415	NA	3	corpus	45390	8570080167	távolodik
távozik	távozok	távozom	703	1	5.863631175598097	zik	2	corpus	362436	8570080167	távozik
ténykedik	ténykedek	ténykedem	119	253	-0.7498425242364906	NA	2	corpus	7581	8570080167	téṉkedik
tépelődik	tépelődök	tépelődöm	100	299	-1.0886619578149417	NA	3	corpus	5841	8570080167	tépelődik
tépődik	tépődök	tépődöm	1	2	-0.4054651081081645	NA	2	corpus	410	8570080167	tépődik
tétlenkedik	tétlenkedek	tétlenkedem	85	80	0.05989814158106901	NA	3	corpus	15046	8570080167	tétlenkedik
tétovázik	tétovázok	tétovázom	130	136	-0.04478360262697331	zik	3	corpus	12509	8570080167	tétovázik
tínylik	tínylok	tínylom	16	10	0.4353180712578455	-lik	1	nonword	NA	NA	tíṉlik
töketlenkedik	töketlenkedek	töketlenkedem	23	2	2.0794415416798357	NA	4	corpus	819	8570080167	töketlenkedik
tökéletesedik	tökéletesedek	tökéletesedem	2	3	-0.2876820724517809	NA	5	corpus	3633	8570080167	tökéletešedik
tökölődik	tökölődök	tökölődöm	20	12	0.4795730802618863	NA	3	corpus	431	8570080167	tökölődik
töltekezik	töltekezek	töltekezem	26	168	-1.8340618489187444	zik	3	corpus	7443	8570080167	töltekezik
töltődik	töltődök	töltődöm	123	387	-1.1407237740182363	NA	2	corpus	40092	8570080167	töltődik
töprenkedik	töprenkedek	töprenkedem	6	27	-1.3862943611198906	NA	3	corpus	623	8570080167	töprenkedik
törekszik	törekszek	törekszem	328	24943	-4.328330840532185	szik	2	corpus	642126	8570080167	töreksik
törlődik	törlődök	törlődöm	9	3	0.9162907318741552	NA	2	corpus	35110	8570080167	törlődik
törölközik	törölközök	törölközöm	105	31	1.1977031913123406	zik	3	corpus	1292	8570080167	törölközik
törődik	törődök	törődöm	1506	4574	-1.1104857790831262	NA	2	corpus	207517	8570080167	törődik
túlórázik	túlórázok	túlórázom	111	83	0.28768207245178085	zik	3	corpus	9066	8570080167	túlórázik
túrázik	túrázok	túrázom	1261	1166	0.07826141081460257	zik	2	corpus	49897	8570080167	túrázik
tükröződik	tükröződök	tükröződöm	1	62	-3.4499875458315876	NA	3	corpus	50822	8570080167	tükröződik
tündöklik	tündöklök	tündöklöm	38	2	2.5649493574615367	lik	2	corpus	3078	8570080167	tündöklik
türelmetlenkedik	türelmetlenkedek	türelmetlenkedem	71	55	0.25131442828090617	NA	5	corpus	3453	8570080167	türelmetlenkedik
tüsténkedik	tüsténkedek	tüsténkedem	14	28	-0.6592456288842639	NA	3	corpus	2685	8570080167	tüšténkedik
tüzeskedik	tüzeskedek	tüzeskedem	2	4	-0.5108256237659907	NA	3	corpus	242	8570080167	tüzeškedik
tőzsdézik	tőzsdézek	tőzsdézem	194	7	3.193558016883911	zik	2	corpus	2523	8570080167	tőždézik
tűnődik	tűnődök	tűnődöm	318	2913	-2.2120908839703057	NA	2	corpus	27459	8570080167	tűnődik
udvariaskodik	udvariaskodok	udvariaskodom	12	33	-0.9614111671546248	NA	5	corpus	1591	8570080167	udvariaškodik
ugrándozik	ugrándozok	ugrándozom	52	75	-0.3604414267342093	zik	3	corpus	8866	8570080167	ugrándozik
ultizik	ultizok	ultizom	16	6	0.8873031950009027	zik	2	corpus	1092	8570080167	ultizik
unatkozik	unatkozok	unatkozom	685	4510	-1.8833965096825107	zik	3	corpus	103069	8570080167	unatkozik
undokoskodik	undokoskodok	undokoskodom	1	4	-0.916290731874155	NA	4	corpus	79	8570080167	undokoškodik
undorodik	undorodok	undorodom	270	1265	-1.5414987818244206	NA	3	corpus	14293	8570080167	undorodik
uralkodik	uralkodok	uralkodom	252	393	-0.4429614205704136	NA	3	corpus	204714	8570080167	uralkodik
utazik	utazok	utazom	6397	18616	-1.0680897002624337	zik	2	corpus	732800	8570080167	utazik
utálkozik	utálkozok	utálkozom	19	77	-1.3609765531356008	zik	3	corpus	2391	8570080167	utálkozik
vackolódik	vackolódok	vackolódom	1	3	-0.6931471805599453	NA	3	corpus	577	8570080167	vackolódik
vacsorázik	vacsorázok	vacsorázom	258	627	-0.8857121047686609	zik	3	corpus	50661	8570080167	vačorázik
vadászik	vadászok	vadászom	61	2658	-3.758571006197928	szik	2	corpus	98441	8570080167	vadásik
vagdalkozik	vagdalkozok	vagdalkozom	33	49	-0.3856624808119846	zik	3	corpus	3657	8570080167	vagdalkozik
vakaródzik	vakaródzok	vakaródzom	13	26	-0.6567795363890705	zik	3	corpus	3785	8570080167	vakaródzik
vakoskodik	vakoskodok	vakoskodom	1	6	-1.252762968495368	NA	3	corpus	297	8570080167	vakoškodik
vanylik	vanylok	vanylom	21	6	1.1451323043030026	-lik	1	nonword	NA	NA	vaṉlik
vastagszik	vastagszok	vastagszom	1	1	0	szik	2	corpus	4356	8570080167	vaštagsik
vasutazik	vasutazok	vasutazom	4	3	0.22314355131420976	zik	3	corpus	163	8570080167	vašutazik
vendégeskedik	vendégeskedek	vendégeskedem	27	43	-0.45198512374305727	NA	4	corpus	21782	8570080167	vendégeškedik
verejtékezik	verejtékezek	verejtékezem	31	17	0.5753641449035618	zik	4	corpus	3711	8570080167	verejtékezik
verekszik	verekszek	verekszem	23	279	-2.456735772821304	szik	2	corpus	32024	8570080167	vereksik
vergődik	vergődök	vergődöm	416	452	-0.08280590368423253	NA	2	corpus	27292	8570080167	vergődik
verődik	verődök	verődöm	17	8	0.6931471805599453	NA	2	corpus	17097	8570080167	verődik
veselkedik	veselkedek	veselkedem	65	26	0.8938178760220965	NA	3	corpus	2295	8570080167	vešelkedik
