base	variant1	variant2	freq1	freq2	log_odds	derivational	nsyl	type	lemma_freq_corrected	corpus_size	lemma
kunyizik	kunyizok	kunyizom	18	1	2.2512917986064953	zik	2	corpus	393	8570080167	kuṉizik
kuporodik	kuporodok	kuporodom	38	38	0	NA	3	corpus	3941	8570080167	kuporodik
kupálódik	kupálódok	kupálódom	7	2	0.9808292530117262	NA	3	corpus	393	8570080167	kupálódik
kutakodik	kutakodok	kutakodom	516	384	0.2947995402206448	NA	3	corpus	25692	8570080167	kutakodik
kutyázik	kutyázok	kutyázom	52	170	-1.171371642950538	zik	2	corpus	1659	8570080167	kuṯázik
kántorkodik	kántorkodok	kántorkodom	6	21	-1.1451323043030026	NA	3	corpus	254	8570080167	kántorkodik
kárhozik	kárhozok	kárhozom	9	13	-0.3364722366212129	zik	2	corpus	4546	8570080167	kárhozik
káromkodik	káromkodok	káromkodom	551	148	1.3096017403316362	NA	3	corpus	23314	8570080167	káromkodik
kártyázik	kártyázok	kártyázom	128	70	0.5971325273203567	zik	2	corpus	10854	8570080167	kárṯázik
kászálódik	kászálódok	kászálódom	85	27	1.122142786078304	NA	3	corpus	2552	8570080167	kásálódik
kávézik	kávézok	kávézom	558	309	0.5895771756759072	zik	2	corpus	24144	8570080167	kávézik
kényeskedik	kényeskedek	kényeskedem	17	5	1.0986122886681098	NA	3	corpus	949	8570080167	kéṉeškedik
képzelődik	képzelődök	képzelődöm	266	682	-0.9392462011705406	NA	3	corpus	5260	8570080167	képzelődik
képződik	képződök	képződöm	10	75	-1.9328380674879604	NA	2	corpus	75875	8570080167	képződik
kérdezősködik	kérdezősködök	kérdezősködöm	221	348	-0.4523945403301478	NA	4	corpus	15871	8570080167	kérdezőšködik
kéredzkedik	kéredzkedek	kéredzkedem	18	10	0.5465437063680699	NA	3	corpus	2470	8570080167	kéredzkedik
kérkedik	kérkedek	kérkedem	99	47	0.7339691750802005	NA	2	corpus	10714	8570080167	kérkedik
kérődzik	kérődzök	kérődzöm	32	25	0.23841102344499815	zik	2	corpus	1494	8570080167	kérődzik
késlekedik	késlekedek	késlekedem	65	94	-0.3642221495741152	NA	3	corpus	18894	8570080167	kéšlekedik
készülődik	készülődök	készülődöm	602	535	0.11778303565638346	NA	3	corpus	54120	8570080167	késülődik
kételkedik	kételkedek	kételkedem	1219	6046	-1.6007114225459107	NA	3	corpus	68084	8570080167	kételkedik
kétkedik	kétkedek	kétkedem	60	114	-0.6340582641899387	NA	2	corpus	9459	8570080167	kétkedik
kétszínűsködik	kétszínűsködök	kétszínűsködöm	4	1	0.9162907318741552	NA	4	corpus	49	8570080167	kétsínűšködik
kétségbeesik	kétségbeesek	kétségbeesem	136	17	2.02960916793196	NA	4	corpus	19352	8570080167	kétšégbeešik
kézilabdázik	kézilabdázok	kézilabdázom	97	79	0.2029408439966904	zik	4	corpus	8370	8570080167	kézilabdázik
kézimunkázik	kézimunkázok	kézimunkázom	45	29	0.42744401482693967	zik	4	corpus	2207	8570080167	kézimunkázik
kínlódik	kínlódok	kínlódom	1203	514	0.8492377252050303	NA	2	corpus	23589	8570080167	kínlódik
kíváncsiskodik	kíváncsiskodok	kíváncsiskodom	69	143	-0.7213180575266417	NA	4	corpus	4599	8570080167	kívánčiškodik
kívánkozik	kívánkozok	kívánkozom	86	379	-1.474263134065848	zik	3	corpus	19880	8570080167	kívánkozik
költekezik	költekezek	költekezem	41	27	0.4054651081081644	zik	3	corpus	6117	8570080167	költekezik
költözik	költözek	költözem	6	2	0.8472978603872037	zik	2	corpus	393996	8570080167	költözik
költözködik	költözködök	költözködöm	41	73	-0.5663954749208014	NA	3	corpus	3358	8570080167	költözködik
könnyezik	könnyezek	könnyezem	474	66	1.958622184643675	zik	2	corpus	19660	8570080167	köṉṉezik
körülményeskedik	körülményeskedek	körülményeskedem	12	1	1.8718021769015911	NA	5	corpus	254	8570080167	körülméṉeškedik
kötözködik	kötözködök	kötözködöm	236	354	-0.4040576483402846	NA	3	corpus	6981	8570080167	kötözködik
kötődik	kötődök	kötődöm	506	3339	-1.885215082379563	NA	2	corpus	196712	8570080167	kötődik
követelőzik	követelőzök	követelőzöm	33	4	1.916922612182061	zik	4	corpus	4650	8570080167	követelőzik
következik	következek	következem	193	625	-1.1714922120367706	zik	3	corpus	1151088	8570080167	következik
közeledik	közeledek	közeledem	1658	663	0.9156881407140108	NA	3	corpus	245136	8570080167	közeledik
közlekedik	közlekedek	közlekedem	1741	1564	0.10714805443819442	NA	3	corpus	287338	8570080167	közlekedik
közösködik	közösködök	közösködöm	9	63	-1.8562979903656265	NA	3	corpus	2915	8570080167	közöšködik
különcködik	különcködök	különcködöm	14	19	-0.2876820724517809	NA	3	corpus	660	8570080167	különcködik
küszködik	küszködök	küszködöm	2497	1652	0.4128985928644987	NA	2	corpus	65981	8570080167	küsködik
lakik	lakok	lakom	5680	44987	-2.0692685139667852	NA	1	corpus	612717	8570080167	lakik
lakozik	lakozok	lakozom	11	382	-3.4631283393926457	zik	2	corpus	39428	8570080167	lakozik
legyeskedik	legyeskedek	legyeskedem	20	5	1.252762968495368	NA	3	corpus	1730	8570080167	leḏeškedik
legénykedik	legénykedek	legénykedem	6	5	0.15415067982725836	NA	3	corpus	363	8570080167	legéṉkedik
leledzik	leledzek	leledzem	88	87	0.01129955525393346	zik	2	corpus	8370	8570080167	leledzik
lelkendezik	lelkendezek	lelkendezem	98	14	1.8870696490323795	zik	3	corpus	9487	8570080167	lelkendezik
lelkesedik	lelkesedek	lelkesedem	306	566	-0.6135115561405549	NA	3	corpus	33550	8570080167	lelkešedik
lelombozódik	lelombozódok	lelombozódom	13	26	-0.6567795363890705	NA	4	corpus	646	8570080167	lelombozódik
lepleződik	lepleződök	lepleződöm	1	4	-0.916290731874155	NA	3	corpus	2867	8570080167	lepleződik
lepődik	lepődök	lepődöm	2674	2068	0.2568839815845639	NA	2	corpus	86473	8570080167	lepődik
leselkedik	leselkedek	leselkedem	44	35	0.22314355131420976	NA	3	corpus	19027	8570080167	lešelkedik
leskelődik	leskelődök	leskelődöm	79	82	-0.03681397312271631	NA	3	corpus	5010	8570080167	leškelődik
levegőzik	levegőzök	levegőzöm	31	15	0.6931471805599453	zik	3	corpus	5361	8570080167	levegőzik
lihadzik	lihadzok	lihadzom	16	13	0.1941560144409574	-zik	2	nonword	NA	NA	lihadzik
livaklik	livaklok	livaklom	7	20	-0.9650808960435872	-lik	2	nonword	NA	NA	livaklik
lorjódzik	lorjódzok	lorjódzom	13	16	-0.1941560144409575	-zik	2	nonword	NA	NA	lorjódzik
lottózik	lottózok	lottózom	70	234	-1.1969056371028437	zik	2	corpus	2828	8570080167	lottózik
lovacskázik	lovacskázok	lovacskázom	2	4	-0.5108256237659907	zik	3	corpus	264	8570080167	lovačkázik
lustálkodik	lustálkodok	lustálkodom	58	192	-1.185152744999166	NA	3	corpus	6541	8570080167	luštálkodik
lábadozik	lábadozok	lábadozom	134	209	-0.4418327522790392	zik	3	corpus	7640	8570080167	lábadozik
lábatlankodik	lábatlankodok	lábatlankodom	27	26	0.03636764417087479	NA	4	corpus	1479	8570080167	lábatlankodik
látszik	látszok	látszom	195	1964	-2.3051328650728444	szik	1	corpus	1217735	8570080167	látsik
lázadozik	lázadozok	lázadozom	37	97	-0.9473813189441862	zik	3	corpus	5616	8570080167	lázadozik
lázasodik	lázasodok	lázasodom	18	20	-0.10008345855698252	NA	3	corpus	964	8570080167	lázašodik
lélegezik	lélegezek	lélegezem	3	3	0	zik	3	corpus	903	8570080167	lélegezik
lélegzik	lélegzek	lélegzem	483	266	0.5948362483163822	zik	2	corpus	82329	8570080167	lélegzik
létezik	létezek	létezem	598	5410	-2.200927599527286	zik	2	corpus	1297361	8570080167	létezik
lökdösődik	lökdösődök	lökdösődöm	8	4	0.5877866649021191	NA	3	corpus	3007	8570080167	lökdöšődik
lörűdzik	lörűdzök	lörűdzöm	12	15	-0.2076393647782445	-zik	2	nonword	NA	NA	lörűdzik
lúdbőrzik	lúdbőrzök	lúdbőrzöm	34	1	2.862200880929469	zik	2	corpus	416	8570080167	lúdbőrzik
magasodik	magasodok	magasodom	17	21	-0.2006706954621511	NA	3	corpus	22549	8570080167	magašodik
magyarosodik	magyarosodok	magyarosodom	2	1	0.4054651081081644	NA	4	corpus	659	8570080167	maḏarošodik
magyarázkodik	magyarázkodok	magyarázkodom	290	482	-0.5066933864810801	NA	4	corpus	23077	8570080167	maḏarázkodik
magázódik	magázódok	magázódom	11	35	-1.0986122886681098	NA	3	corpus	1546	8570080167	magázódik
majomkodik	majomkodok	majomkodom	17	9	0.5877866649021191	NA	3	corpus	559	8570080167	majomkodik
makacskodik	makacskodok	makacskodom	18	37	-0.6931471805599453	NA	3	corpus	2104	8570080167	makačkodik
malackodik	malackodok	malackodom	2	1	0.4054651081081644	NA	3	corpus	293	8570080167	malackodik
marháskodik	marháskodok	marháskodom	13	11	0.15415067982725836	NA	3	corpus	635	8570080167	marháškodik
markolászik	markolászok	markolászom	8	53	-1.791759469228055	szik	3	corpus	3773	8570080167	markolásik
marzik	marzok	marzom	19	8	0.7985076962177716	-zik	1	nonword	NA	NA	marzik
materializálódik	materializálódok	materializálódom	1	3	-0.6931471805599453	NA	7	corpus	2188	8570080167	materializálódik
megemlítődik	megemlítődök	megemlítődöm	1	1	0	NA	4	corpus	333	8570080167	megemlítődik
melegedik	melegedek	melegedem	37	5	1.8458266904983307	NA	3	corpus	35425	8570080167	melegedik
melegszik	melegszek	melegszem	22	235	-2.3283375890964604	szik	2	corpus	43511	8570080167	melegsik
mentegetőzik	mentegetőzök	mentegetőzöm	105	58	0.5859016502063478	zik	4	corpus	9683	8570080167	mentegetőzik
merevedik	merevedek	merevedem	44	1	3.1135153092103742	NA	3	corpus	5585	8570080167	merevedik
merészkedik	merészkedek	merészkedem	376	320	0.1608040643179949	NA	3	corpus	32469	8570080167	meréskedik
mesterkedik	mesterkedek	mesterkedem	41	95	-0.8266785731844679	NA	3	corpus	5352	8570080167	mešterkedik
meszesedik	meszesedek	meszesedem	6	2	0.8472978603872037	NA	3	corpus	792	8570080167	mesešedik
meztelenkedik	meztelenkedek	meztelenkedem	6	3	0.5596157879354227	NA	4	corpus	2915	8570080167	meztelenkedik
misézik	misézek	misézem	99	9	2.302585092994046	zik	2	corpus	6450	8570080167	mišézik
mocskolódik	mocskolódok	mocskolódom	23	10	0.780158557549575	NA	3	corpus	2235	8570080167	močkolódik
morfondírozik	morfondírozok	morfondírozom	749	327	0.8270595981462124	zik	4	corpus	13225	8570080167	morfondírozik
morgolódik	morgolódok	morgolódom	209	64	1.1727202608218317	NA	3	corpus	4429	8570080167	morgolódik
morzsolódik	morzsolódok	morzsolódom	3	1	0.6931471805599453	NA	3	corpus	3703	8570080167	moržolódik
morzsálódik	morzsálódok	morzsálódom	1	1	0	NA	3	corpus	1836	8570080167	moržálódik
mosakszik	mosakszok	mosakszom	9	235	-3.1612467120315646	szik	2	corpus	11483	8570080167	mošaksik
mosdik	mosdok	mosdom	122	6	2.866274206317104	NA	1	corpus	3663	8570080167	mošdik
mosolyodik	mosolyodok	mosolyodom	204	377	-0.6118842164811795	NA	3	corpus	11411	8570080167	mošojodik
mosódik	mosódok	mosódom	1	4	-0.916290731874155	NA	2	corpus	5652	8570080167	mošódik
mozgolódik	mozgolódok	mozgolódom	67	59	0.125163142954006	NA	3	corpus	6963	8570080167	mozgolódik
munkálkodik	munkálkodok	munkálkodom	153	1383	-2.1957805337639855	NA	3	corpus	66126	8570080167	munkálkodik
mutatkozik	mutatkozok	mutatkozom	101	658	-1.8657507212182365	zik	3	corpus	386251	8570080167	mutatkozik
málapszik	málapszok	málapszom	13	14	-0.06899287148695143	-szik	2	nonword	NA	NA	málapsik
méhészkedik	méhészkedek	méhészkedem	71	116	-0.4855078157817008	NA	3	corpus	1838	8570080167	méhéskedik
mékszik	mékszek	mékszem	12	14	-0.1431008436406733	-szik	1	nonword	NA	NA	méksik
méltatlankodik	méltatlankodok	méltatlankodom	36	62	-0.5322168137473082	NA	4	corpus	9608	8570080167	méltatlankodik
mélázik	mélázok	mélázom	202	65	1.1235512370153615	zik	2	corpus	4413	8570080167	mélázik
mérgelődik	mérgelődök	mérgelődöm	241	293	-0.1946420411819952	NA	3	corpus	8669	8570080167	mérgelődik
mérgeskedik	mérgeskedek	mérgeskedem	8	1	1.5040773967762742	NA	3	corpus	217	8570080167	mérgeškedik
mérkőzik	mérkőzök	mérkőzöm	4	1	0.9162907318741552	zik	2	corpus	32614	8570080167	mérkőzik
mókázik	mókázok	mókázom	42	10	1.363304842895192	zik	2	corpus	4444	8570080167	mókázik
működik	működök	működöm	1178	2915	-0.9055461925911776	NA	2	corpus	2493517	8570080167	működik
művelődik	művelődök	művelődöm	34	119	-1.2321436812926323	NA	3	corpus	4170	8570080167	művelődik
művészkedik	művészkedek	művészkedem	27	11	0.8472978603872037	NA	3	corpus	1335	8570080167	művéskedik
nagyképűsködik	nagyképűsködök	nagyképűsködöm	21	32	-0.4054651081081645	NA	4	corpus	859	8570080167	naḏképűšködik
napozik	napozok	napozom	375	70	1.6669092663485792	zik	2	corpus	24323	8570080167	napozik
narjárzik	narjárzok	narjárzom	13	13	0	-zik	2	nonword	NA	NA	narjárzik
narádzik	narádzok	narádzom	9	18	-0.6418538861723948	-zik	2	nonword	NA	NA	narádzik
nedvesedik	nedvesedek	nedvesedem	105	25	1.405342556090585	NA	3	corpus	3755	8570080167	nedvešedik
nehezedik	nehezedek	nehezedem	39	8	1.491654876777717	NA	3	corpus	38547	8570080167	nehezedik
nekiveselkedik	nekiveselkedek	nekiveselkedem	328	184	0.5757019256870471	NA	5	corpus	6567	8570080167	nekivešelkedik
nemesedik	nemesedek	nemesedem	1	1	0	NA	3	corpus	3366	8570080167	nemešedik
nevelkedik	nevelkedek	nevelkedem	8	48	-1.6945957207744071	NA	3	corpus	46282	8570080167	nevelkedik
nevelődik	nevelődök	nevelődöm	1	6	-1.252762968495368	NA	3	corpus	4747	8570080167	nevelődik
normalizálódik	normalizálódok	normalizálódom	2	1	0.4054651081081644	NA	5	corpus	10836	8570080167	normalizálódik
nyavalyáskodik	nyavalyáskodok	nyavalyáskodom	1	2	-0.4054651081081645	NA	4	corpus	21	8570080167	ṉavajáškodik
nyelvészkedik	nyelvészkedek	nyelvészkedem	6	44	-1.8607523407150064	NA	3	corpus	669	8570080167	ṉelvéskedik
nyilatkozik	nyilatkozok	nyilatkozom	1079	10231	-2.2485590231404133	zik	3	corpus	726058	8570080167	ṉilatkozik
nyomakszik	nyomakszok	nyomakszom	1	10	-1.7047480922384253	szik	2	corpus	1539	8570080167	ṉomaksik
nyomódik	nyomódok	nyomódom	4	3	0.22314355131420976	NA	2	corpus	5776	8570080167	ṉomódik
nyughatatlankodik	nyughatatlankodok	nyughatatlankodom	1	1	0	NA	5	corpus	81	8570080167	ṉughatatlankodik
nyugodik	nyugodok	nyugodom	15	2	1.6739764335716716	NA	2	corpus	200200	8570080167	ṉugodik
nyugszik	nyugszok	nyugszom	120	2234	-2.916205961450928	szik	1	corpus	200200	8570080167	ṉugsik
nyugtalankodik	nyugtalankodok	nyugtalankodom	12	82	-1.853891250335061	NA	4	corpus	6592	8570080167	ṉugtalankodik
nyájaskodik	nyájaskodok	nyájaskodom	2	3	-0.2876820724517809	NA	3	corpus	319	8570080167	ṉájaškodik
nyáladzik	nyáladzok	nyáladzom	51	29	0.550046336919272	zik	2	corpus	2158	8570080167	ṉáladzik
nyálazik	nyálazok	nyálazom	29	41	-0.3364722366212129	zik	2	corpus	2577	8570080167	ṉálazik
nyáslik	nyáslok	nyáslom	17	9	0.5877866649021191	-lik	1	nonword	NA	NA	ṉášlik
nyújtózik	nyújtózok	nyújtózom	68	167	-0.8898574748059995	zik	2	corpus	10262	8570080167	ṉújtózik
nyújtózkodik	nyújtózkodok	nyújtózkodom	58	204	-1.2454725352326887	NA	3	corpus	14864	8570080167	ṉújtózkodik
nyűglődik	nyűglődök	nyűglődöm	201	191	0.05077232537342314	NA	2	corpus	2530	8570080167	ṉűglődik
nyűgösködik	nyűgösködök	nyűgösködöm	4	12	-0.9555114450274363	NA	3	corpus	919	8570080167	ṉűgöšködik
náthásodik	náthásodok	náthásodom	1	1	0	NA	3	corpus	65	8570080167	náthášodik
nézelődik	nézelődök	nézelődöm	1982	1626	0.1978730213007581	NA	3	corpus	57827	8570080167	nézelődik
növekszik	növekszek	növekszem	19	226	-2.4292177439274116	szik	2	corpus	520866	8570080167	növeksik
nőiesedik	nőiesedek	nőiesedem	4	1	0.9162907318741552	NA	4	corpus	477	8570080167	nőiešedik
nűröklik	nűröklök	nűröklöm	13	16	-0.1941560144409575	-lik	2	nonword	NA	NA	nűröklik
okoskodik	okoskodok	okoskodom	700	637	0.09416960368980012	NA	3	corpus	23651	8570080167	okoškodik
okosodik	okosodok	okosodom	61	64	-0.0472528848505455	NA	3	corpus	6651	8570080167	okošodik
okvetetlenkedik	okvetetlenkedek	okvetetlenkedem	24	5	1.4271163556401458	NA	5	corpus	531	8570080167	okvetetlenkedik
oldódik	oldódok	oldódom	232	84	1.0083871970753842	NA	2	corpus	72937	8570080167	oldódik
olvadozik	olvadozok	olvadozom	76	58	0.2662679779479645	zik	3	corpus	3573	8570080167	olvadozik
ordítozik	ordítozok	ordítozom	95	39	0.8754687373538999	zik	3	corpus	7808	8570080167	ordítozik
orientálódik	orientálódok	orientálódom	45	47	-0.04255961441879589	NA	5	corpus	6365	8570080167	orientálódik
osztozik	osztozok	osztozom	99	1098	-2.3969857684155302	zik	2	corpus	212384	8570080167	ostozik
osztozkodik	osztozkodok	osztozkodom	12	39	-1.1239300966523995	NA	3	corpus	6441	8570080167	ostozkodik
osztódik	osztódok	osztódom	4	5	-0.1823215567939546	NA	2	corpus	9844	8570080167	ostódik
panaszkodik	panaszkodok	panaszkodom	1192	7206	-1.798581632826525	NA	3	corpus	194071	8570080167	panaskodik
partizánkodik	partizánkodok	partizánkodom	2	7	-0.9808292530117262	NA	4	corpus	302	8570080167	partizánkodik
paráználkodik	paráználkodok	paráználkodom	13	13	0	NA	4	corpus	4716	8570080167	paráználkodik
pebzik	pebzek	pebzem	17	10	0.49247648509779424	-zik	1	nonword	NA	NA	pebzik
pecázik	pecázok	pecázom	117	110	0.06115442315333064	zik	2	corpus	5981	8570080167	pecázik
pereskedik	pereskedek	pereskedem	40	19	0.7178397931503168	NA	3	corpus	7520	8570080167	pereškedik
perlekedik	perlekedek	perlekedem	39	27	0.3566749439387324	NA	3	corpus	1989	8570080167	perlekedik
perzselődik	perzselődök	perzselődöm	4	3	0.22314355131420976	NA	3	corpus	856	8570080167	perželődik
pihizik	pihizek	pihizem	146	1	4.297285406218791	zik	2	corpus	994	8570080167	pihizik
pimaszkodik	pimaszkodok	pimaszkodom	11	8	0.28768207245178085	NA	3	corpus	588	8570080167	pimaskodik
pingpongozik	pingpongozok	pingpongozom	44	24	0.5877866649021191	zik	3	corpus	3522	8570080167	pingpongozik
pipiskedik	pipiskedek	pipiskedem	16	17	-0.05715841383994864	NA	3	corpus	1067	8570080167	pipiškedik
pipázik	pipázok	pipázom	101	48	0.7331525151736445	zik	2	corpus	3608	8570080167	pipázik
piragszik	piragszok	piragszom	9	17	-0.587786664902119	-szik	2	nonword	NA	NA	piragsik
pironkodik	pironkodok	pironkodom	34	62	-0.587786664902119	NA	3	corpus	4029	8570080167	pironkodik
pirosodik	pirosodok	pirosodom	12	7	0.4855078157817008	NA	3	corpus	2743	8570080167	pirošodik
piszkoskodik	piszkoskodok	piszkoskodom	3	1	0.6931471805599453	NA	3	corpus	173	8570080167	piskoškodik
piszkálódik	piszkálódok	piszkálódom	28	6	1.421385680931161	NA	3	corpus	1002	8570080167	piskálódik
pivegszik	pivegszek	pivegszem	8	21	-0.8938178760220964	-szik	2	nonword	NA	NA	pivegsik
plugzik	plugzok	plugzom	12	17	-0.325422400434628	-zik	1	nonword	NA	NA	plugzik
plágadzik	plágadzok	plágadzom	10	16	-0.4353180712578455	-zik	2	nonword	NA	NA	plágadzik
plövőrzik	plövőrzök	plövőrzöm	14	13	0.06899287148695142	-zik	2	nonword	NA	NA	plövőrzik
plűbzik	plűbzök	plűbzöm	17	10	0.49247648509779424	-zik	1	nonword	NA	NA	plűbzik
pocakosodik	pocakosodok	pocakosodom	3	6	-0.5596157879354228	NA	4	corpus	159	8570080167	pocakošodik
pofátlankodik	pofátlankodok	pofátlankodom	30	11	0.949080554697146	NA	4	corpus	705	8570080167	pofátlankodik
pompázik	pompázok	pompázom	34	23	0.377294231141468	zik	2	corpus	35198	8570080167	pompázik
porosodik	porosodok	porosodom	3	6	-0.5596157879354228	NA	3	corpus	15132	8570080167	porošodik
portyázik	portyázok	portyázom	68	9	1.9315214116032136	zik	2	corpus	4052	8570080167	porṯázik
poénkodik	poénkodok	poénkodom	149	79	0.6286086594223741	NA	3	corpus	7916	8570080167	poénkodik
praslik	praslok	praslom	24	5	1.4271163556401458	-lik	1	nonword	NA	NA	prašlik
pratánylik	pratánylok	pratánylom	23	6	1.2321436812926323	-lik	2	nonword	NA	NA	pratáṉlik
prezlik	prezlek	prezlem	19	7	0.9162907318741552	-lik	1	nonword	NA	NA	prezlik
pribagszik	pribagszok	pribagszom	9	17	-0.587786664902119	-szik	2	nonword	NA	NA	pribagsik
pribemlik	pribemlek	pribemlem	26	3	1.9095425048844383	-lik	2	nonword	NA	NA	pribemlik
prihekszik	prihekszek	prihekszem	13	16	-0.1941560144409575	-szik	2	nonword	NA	NA	priheksik
prilegzik	prilegzek	prilegzem	11	16	-0.3483066942682157	-zik	2	nonword	NA	NA	prilegzik
prohódzik	prohódzok	prohódzom	7	22	-1.0560526742493137	-zik	2	nonword	NA	NA	prohódzik
préleglik	préleglek	préleglem	18	9	0.6418538861723947	-lik	2	nonword	NA	NA	préleglik
préselődik	préselődök	préselődöm	6	10	-0.45198512374305727	NA	3	corpus	3221	8570080167	préšelődik
prínylik	prínylok	prínylom	17	9	0.5877866649021191	-lik	1	nonword	NA	NA	príṉlik
próbálkozik	próbálkozok	próbálkozom	3219	15673	-1.582621929074356	zik	3	corpus	323025	8570080167	próbálkozik
prűrlik	prűrlök	prűrlöm	19	7	0.9162907318741552	-lik	1	nonword	NA	NA	prűrlik
pugoslik	pugoslok	pugoslom	20	7	0.965080896043587	-lik	2	nonword	NA	NA	pugošlik
puhatolózik	puhatolózok	puhatolózom	28	46	-0.48285177172358457	zik	4	corpus	2438	8570080167	puhatolózik
pácolódik	pácolódok	pácolódom	1	3	-0.6931471805599453	NA	3	corpus	1769	8570080167	pácolódik
pályázik	pályázok	pályázom	1077	460	0.849464708472294	zik	2	corpus	247923	8570080167	pájázik
párosodik	párosodok	párosodom	3	2	0.28768207245178085	NA	3	corpus	4817	8570080167	párošodik
pártoskodik	pártoskodok	pártoskodom	6	16	-0.8873031950009028	NA	3	corpus	478	8570080167	pártoškodik
párásodik	párásodok	párásodom	5	1	1.0986122886681098	NA	3	corpus	2554	8570080167	párášodik
pásztázik	pásztázok	pásztázom	42	78	-0.608247736773459	zik	2	corpus	12172	8570080167	pástázik
páváskodik	páváskodok	páváskodom	4	21	-1.4816045409242156	NA	3	corpus	1096	8570080167	páváškodik
példálódzik	példálódzok	példálódzom	12	7	0.4855078157817008	zik	3	corpus	8093	8570080167	példálódzik
példálózik	példálózok	példálózom	173	310	-0.5807376129647052	zik	3	corpus	8093	8570080167	példálózik
péleslik	péleslek	péleslem	20	9	0.7419373447293773	-lik	2	nonword	NA	NA	pélešlik
píjlik	píjlok	píjlom	18	9	0.6418538861723947	-lik	1	nonword	NA	NA	píjlik
pítszik	pítszok	pítszom	10	17	-0.49247648509779407	-szik	1	nonword	NA	NA	pítsik
pólózik	pólózok	pólózom	10	26	-0.8979415932059586	zik	2	corpus	1468	8570080167	pólózik
pörkölődik	pörkölődök	pörkölődöm	2	2	0	NA	3	corpus	806	8570080167	pörkölődik
raboskodik	raboskodok	raboskodom	3	36	-2.2246235515243336	NA	3	corpus	8171	8570080167	raboškodik
ragaszkodik	ragaszkodok	ragaszkodom	1224	12360	-2.3116055109089957	NA	3	corpus	266576	8570080167	ragaskodik
rajzolódik	rajzolódok	rajzolódom	2	1	0.4054651081081644	NA	3	corpus	30853	8570080167	rajzolódik
rakoncátlankodik	rakoncátlankodok	rakoncátlankodom	1	1	0	NA	5	corpus	2200	8570080167	rakoncátlankodik
rakódik	rakódok	rakódom	2	1	0.4054651081081644	NA	2	corpus	18327	8570080167	rakódik
randizik	randizok	randizom	282	310	-0.0943460145359965	zik	2	corpus	20259	8570080167	randizik
ravaszkodik	ravaszkodok	ravaszkodom	10	6	0.4519851237430572	NA	3	corpus	972	8570080167	ravaskodik
regenerálódik	regenerálódok	regenerálódom	210	133	0.45401833352515514	NA	5	corpus	25980	8570080167	regenerálódik
reggelizik	reggelizek	reggelizem	793	808	-0.01871545581135602	zik	3	corpus	37598	8570080167	reggelizik
reinkarnálódik	reinkarnálódok	reinkarnálódom	16	1	2.1400661634962708	NA	5	corpus	2162	8570080167	reinkarnálódik
rejtezik	rejtezek	rejtezem	3	2	0.28768207245178085	zik	2	corpus	4572	8570080167	rejtezik
rejtőzik	rejtőzök	rejtőzöm	31	41	-0.2719337154836418	zik	2	corpus	58821	8570080167	rejtőzik
rejtőzködik	rejtőzködök	rejtőzködöm	16	139	-2.108429078553088	NA	3	corpus	13531	8570080167	rejtőzködik
reménykedik	reménykedek	reménykedem	5421	19606	-1.285421894256811	NA	3	corpus	167707	8570080167	reméṉkedik
rendelkezik	rendelkezek	rendelkezem	2067	32150	-2.743861597752787	zik	3	corpus	2695227	8570080167	rendelkezik
rendetlenkedik	rendetlenkedek	rendetlenkedem	11	6	0.5389965007326869	NA	4	corpus	2865	8570080167	rendetlenkedik
rendezkedik	rendezkedek	rendezkedem	101	77	0.26826398659467937	NA	3	corpus	17362	8570080167	rendezkedik
rendeződik	rendeződök	rendeződöm	12	5	0.7731898882334817	NA	3	corpus	54166	8570080167	rendeződik
renitenskedik	renitenskedek	renitenskedem	2	1	0.4054651081081644	NA	4	corpus	274	8570080167	renitenškedik
restelkedik	restelkedek	restelkedem	2	33	-2.4277482359480516	NA	3	corpus	967	8570080167	reštelkedik
ribegzik	ribegzek	ribegzem	13	16	-0.1941560144409575	-zik	2	nonword	NA	NA	ribegzik
ribzik	ribzok	ribzom	10	19	-0.5978370007556204	-zik	1	nonword	NA	NA	ribzik
rimánkodik	rimánkodok	rimánkodom	49	54	-0.0953101798043249	NA	3	corpus	4130	8570080167	rimánkodik
ringatódzik	ringatódzok	ringatódzom	1	4	-0.916290731874155	zik	3	corpus	8674	8570080167	ringatódzik
ringatózik	ringatózok	ringatózom	24	281	-2.423031246069913	zik	3	corpus	8674	8570080167	ringatózik
ripacskodik	ripacskodok	ripacskodom	3	2	0.28768207245178085	NA	3	corpus	871	8570080167	ripačkodik
rohangászik	rohangászok	rohangászom	105	40	0.9498670274077594	szik	3	corpus	3976	8570080167	rohangásik
rokszik	rokszok	rokszom	11	16	-0.3483066942682157	-szik	1	nonword	NA	NA	roksik
roskadozik	roskadozok	roskadozom	23	32	-0.3184537311185346	zik	3	corpus	11094	8570080167	roškadozik
rosszalkodik	rosszalkodok	rosszalkodom	33	52	-0.4439313889359605	NA	3	corpus	6227	8570080167	rossalkodik
rozsdásodik	rozsdásodok	rozsdásodom	31	5	1.6739764335716716	NA	3	corpus	7072	8570080167	roždášodik
rugaszkodik	rugaszkodok	rugaszkodom	36	101	-1.0140549006400468	NA	3	corpus	7279	8570080167	rugaskodik
rugdosódik	rugdosódok	rugdosódom	2	2	0	NA	3	corpus	369	8570080167	rugdošódik
